player_id,first_name,last_name,BA,xBA
543685,anthony,rendon,0.34,0.312
668804,bryan,reynolds,0.334,0.287
570482,gio,urshela,0.333,0.305
641313,tim,anderson,0.333,0.289
592885,christian,yelich,0.332,0.281
643446,jeff,mcneil,0.327,0.278
606466,ketel,marte,0.327,0.276
435062,howie,kendrick,0.326,0.312
518934,dj,lemahieu,0.324,0.307
488726,michael,brantley,0.322,0.269
593643,hanser,alberto,0.321,0.265
453568,charlie,blackmon,0.318,0.255
665487,fernando,tatis,0.315,0.263
621028,kevin,newman,0.314,0.27
646240,rafael,devers,0.313,0.29
593428,xander,bogaerts,0.309,0.27
593160,whit,merrifield,0.308,0.261
571448,nolan,arenado,0.308,0.258
600303,tommy,la stella,0.307,0.264
670541,yordan,alvarez,0.307,0.288
605204,j. d.,davis,0.305,0.294
452254,hunter,pence,0.305,0.262
493329,yuli,gurriel,0.305,0.276
641355,cody,bellinger,0.304,0.3
621311,david,dahl,0.304,0.263
443558,nelson,cruz,0.304,0.284
593871,jorge,polanco,0.303,0.267
660162,yoan,moncada,0.303,0.278
502110,j. d.,martinez,0.302,0.263
467092,wilson,ramos,0.301,0.261
657077,alex,verdugo,0.3,0.255
514888,jose,altuve,0.3,0.2
518692,freddie,freeman,0.299,0.29
665742,juan,soto,0.299,0.261
607208,trea,turner,0.299,0.244
543807,george,springer,0.299,0.243
608324,alex,bregman,0.298,0.26
516782,starling,marte,0.298,0.279
596019,francisco,lindor,0.297,0.264
596115,trevor,story,0.297,0.259
578428,jose,iglesias,0.297,0.24
605612,harold,castro,0.296,0.244
519299,eric,sogard,0.295,0.282
545361,mike,trout,0.294,0.296
592206,nick,castellanos,0.294,0.252
645277,ozzie,albies,0.291,0.268
660271,shohei,ohtani,0.29,0.257
642708,amed,rosario,0.29,0.243
408234,miguel,cabrera,0.289,0.269
455976,nick,markakis,0.289,0.281
516416,jean,segura,0.289,0.259
640457,austin,meadows,0.288,0.262
553882,omar,narvaez,0.288,0.263
605141,mookie,betts,0.287,0.276
460075,ryan,braun,0.287,0.268
500743,miguel,rojas,0.286,0.273
621043,carlos,correa,0.286,0.29
657656,ramon,laureano,0.286,0.25
650402,gleyber,torres,0.286,0.247
467793,carlos,santana,0.286,0.262
457759,justin,turner,0.285,0.281
542454,danny,santana,0.284,0.272
592567,colin,moran,0.284,0.272
643265,garrett,cooper,0.284,0.262
641531,hunter,dozier,0.284,0.244
664058,david,fletcher,0.284,0.247
543939,kolten,wong,0.283,0.201
571718,brian,goodwin,0.282,0.254
592663,j. t.,realmuto,0.282,0.27
606132,raimel,tapia,0.282,0.232
543829,dee,gordon,0.282,0.226
594809,adam,eaton,0.282,0.246
595751,jorge,alfaro,0.281,0.217
543333,eric,hosmer,0.281,0.246
502517,daniel,murphy,0.281,0.242
466320,melky,cabrera,0.281,0.258
641820,trey,mancini,0.281,0.26
605137,josh,bell,0.281,0.247
660670,ronald,acuna,0.28,0.248
547989,jose,abreu,0.28,0.269
544725,leury,garcia,0.279,0.225
514917,cesar,hernandez,0.279,0.241
425877,yadier,molina,0.279,0.27
542340,jonathan,villar,0.278,0.224
519203,anthony,rizzo,0.278,0.27
592178,kris,bryant,0.278,0.222
641598,mitch,garver,0.278,0.245
502054,tommy,pham,0.277,0.238
623912,harold,ramirez,0.277,0.231
664040,brandon,lowe,0.277,0.225
543510,james,mccann,0.277,0.236
643217,andrew,benintendi,0.277,0.232
595879,javier,baez,0.276,0.258
502210,josh,reddick,0.276,0.249
666971,lourdes,gurriel,0.275,0.23
621566,matt,olson,0.275,0.31
592192,mark,canha,0.275,0.232
624428,adam,frazier,0.274,0.258
516770,starlin,castro,0.274,0.247
592696,eddie,rosario,0.274,0.268
547172,tony,wolters,0.273,0.239
665489,vladimir,guerrero,0.273,0.255
462101,elvis,andrus,0.273,0.25
623993,anthony,santander,0.272,0.253
609275,adalberto,mondesi,0.272,0.225
543760,marcus,semien,0.272,0.219
500871,eduardo,escobar,0.272,0.261
444482,david,peralta,0.271,0.257
541645,avisail,garcia,0.271,0.235
592450,aaron,judge,0.271,0.265
640458,oscar,mercado,0.271,0.224
430945,adam,jones,0.27,0.256
575929,willson,contreras,0.27,0.201
573262,mike,yastrzemski,0.269,0.223
553993,eugenio,suarez,0.269,0.229
425783,shin-soo,choo,0.269,0.238
460086,alex,gordon,0.269,0.218
500874,jose,martinez,0.269,0.243
623520,david,bote,0.268,0.254
650490,yandy,diaz,0.268,0.271
458015,joey,votto,0.268,0.235
608385,jesse,winker,0.266,0.216
435522,neil,walker,0.266,0.266
543877,christian,vazquez,0.265,0.249
669222,nick,senzel,0.265,0.217
520471,freddy,galvis,0.265,0.22
572228,luke,voit,0.265,0.246
608577,nomar,mazara,0.264,0.236
503556,marwin,gonzalez,0.263,0.235
608369,corey,seager,0.263,0.235
435559,kurt,suzuki,0.263,0.285
607680,kevin,pillar,0.263,0.231
605113,nick,ahmed,0.263,0.212
519058,mike,moustakas,0.262,0.247
664068,scott,kingery,0.262,0.218
592518,manny,machado,0.262,0.228
572233,christian,walker,0.261,0.231
600474,pedro,severino,0.261,0.246
570267,domingo,santana,0.261,0.237
621020,dansby,swanson,0.261,0.264
518735,yasmani,grandal,0.261,0.238
502671,paul,goldschmidt,0.26,0.236
457763,buster,posey,0.26,0.227
621035,chris,taylor,0.26,0.224
592743,andrelton,simmons,0.26,0.205
446334,evan,longoria,0.26,0.252
624413,pete,alonso,0.259,0.249
605119,brian,anderson,0.258,0.242
596847,ji-man,choi,0.258,0.234
624424,michael,conforto,0.258,0.246
435622,ian,desmond,0.257,0.237
518626,josh,donaldson,0.257,0.237
547180,bryce,harper,0.257,0.265
429664,robinson,cano,0.257,0.263
405395,albert,pujols,0.256,0.243
645302,victor,robles,0.255,0.204
518792,jason,heyward,0.255,0.212
641857,ryan,mcmahon,0.255,0.222
624585,jorge,soler,0.255,0.234
624577,yasiel,puig,0.255,0.222
456715,lorenzo,cain,0.255,0.263
656305,matt,chapman,0.255,0.23
592325,ben,gamel,0.254,0.227
608070,jose,ramirez,0.254,0.265
543068,c. j.,cron,0.254,0.242
570731,jonathan,schoop,0.254,0.235
452678,asdrubal,cabrera,0.253,0.215
519346,eric,thames,0.253,0.199
553869,elias,diaz,0.253,0.234
570560,carlos,sanchez,0.253,0.204
543257,robbie,grossman,0.252,0.219
594824,greg,garcia,0.252,0.214
542303,marcell,ozuna,0.252,0.28
572039,stephen,piscotty,0.251,0.239
642715,willy,adames,0.25,0.218
596146,max,kepler,0.25,0.244
614177,franmil,reyes,0.249,0.231
650391,eloy,jimenez,0.249,0.204
543401,jason,kipnis,0.249,0.224
596144,cheslor,cuthbert,0.249,0.253
572122,kyle,seager,0.249,0.22
592261,delino,deshields,0.249,0.201
606299,jose,peraza,0.249,0.232
600524,renato,nunez,0.249,0.241
656308,michael,chavis,0.248,0.209
592348,niko,goodrum,0.248,0.231
571970,max,muncy,0.247,0.235
657557,paul,dejong,0.246,0.23
592626,joc,pederson,0.246,0.256
608348,carson,kelly,0.246,0.232
451594,dexter,fowler,0.246,0.236
429665,edwin,encarnacion,0.246,0.234
622534,manuel,margot,0.245,0.192
571976,wil,myers,0.243,0.219
641525,brandon,dixon,0.243,0.208
572033,josh,phegley,0.243,0.232
518595,travis,d'arnaud,0.242,0.226
605412,joe,panik,0.242,0.222
641487,j. p.,crawford,0.241,0.227
572821,brian,dozier,0.241,0.23
458731,brett,gardner,0.241,0.225
650859,luis,rengifo,0.241,0.214
546991,albert,almora,0.241,0.219
621514,christin,stewart,0.24,0.227
571771,enrique,hernandez,0.24,0.204
656555,rhys,hoskins,0.239,0.229
596748,maikel,franco,0.237,0.24
596105,dwight,smith,0.237,0.244
640461,chad,pinder,0.236,0.25
502481,jarrod,dyson,0.236,0.169
518960,jonathan,lucroy,0.236,0.244
457803,jay,bruce,0.236,0.258
656941,kyle,schwarber,0.236,0.252
453943,todd,frazier,0.235,0.23
595281,kevin,kiermaier,0.235,0.208
641343,jake,bauers,0.234,0.197
596142,gary,sanchez,0.233,0.217
592444,jacoby,jones,0.233,0.219
593934,miguel,sano,0.232,0.232
545341,randal,grichuk,0.232,0.192
547004,rio,ruiz,0.23,0.22
543063,brandon,crawford,0.23,0.234
605480,mallex,smith,0.23,0.196
455139,robinson,chirinos,0.23,0.209
542583,jesus,aguilar,0.229,0.218
571466,tucker,barnhart,0.228,0.224
523253,logan,forsythe,0.226,0.21
542921,tim,beckham,0.226,0.216
642133,rowdy,tellez,0.226,0.211
594777,kole,calhoun,0.225,0.211
474832,brandon,belt,0.225,0.2
670032,nicky,lopez,0.224,0.168
547379,roberto,perez,0.224,0.215
598265,jackie,bradley,0.223,0.187
572761,matt,carpenter,0.222,0.214
664056,harrison,bader,0.221,0.207
571740,billy,hamilton,0.22,0.189
501981,khris,davis,0.22,0.203
592273,brandon,drury,0.219,0.221
606192,teoscar,hernandez,0.219,0.178
595777,jurickson,profar,0.218,0.228
571431,matt,adams,0.218,0.214
592669,hunter,renfroe,0.217,0.202
606115,orlando,arcia,0.216,0.17
592859,stevie,wilkerson,0.215,0.17
455117,martin,maldonado,0.213,0.18
475253,justin,smoak,0.212,0.231
624415,cavan,biggio,0.21,0.217
543308,john,hicks,0.209,0.18
596129,dan,vogelbach,0.207,0.212
643376,danny,jansen,0.207,0.197
596059,rougned,odor,0.206,0.197
600869,jeimer,candelario,0.201,0.18
475174,yonder,alonso,0.198,0.227
656811,ryan,o'hearn,0.19,0.203
595978,austin,hedges,0.189,0.185
434158,curtis,granderson,0.187,0.197
448801,chris,davis,0.175,0.186
